features,ml,acc,ci,set,AOI_setting
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.47,"(0.42865246072389834, 0.5113475392761017)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.505,"(0.4837413810431641, 0.5262586189568359)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.435,"(0.4011391337851258, 0.4688608662148742)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.4566666666666666,"(0.4245728446132015, 0.48876048872013184)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4933333333333332,"(0.4569484314554938, 0.5297182352111727)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.44,"(0.4069230372843972, 0.4730769627156027)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.37166666666666665,"(0.33323384663235056, 0.41009948670098273)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.4416666666666667,"(0.40366162993138044, 0.479671703401953)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.4833333333333333,"(0.46153845064913135, 0.5051282160175352)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.39,"(0.35507121275385106, 0.42492878724614896)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.43833333333333335,"(0.40799659573314245, 0.46867007093352425)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4783333333333333,"(0.4408315805162581, 0.5158350861504085)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.3966666666666667,"(0.3641760182675436, 0.42915731506578986)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.4083333333333333,"(0.3675249896338954, 0.44914167703277114)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.4366666666666666,"(0.40521256035408565, 0.46812077297924753)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.4916666666666666,"(0.4675269849349079, 0.5158063483984254)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4166666666666666,"(0.3853110525414035, 0.44802228079192963)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.4316666666666667,"(0.40010212399585116, 0.46323120933748224)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.4533333333333334,"(0.4175114339618084, 0.48915523270485833)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.4249999999999999,"(0.3852892246840349, 0.46471077531596494)",set_1,Title_para_questions
"('Flag',)",randomForest,0.5066666666666666,"(0.4702817647888272, 0.543051568544506)",set_1,Title_para_questions
"('Flag',)",kNeigh,0.4583333333333334,"(0.4277355361692206, 0.48893113049744613)",set_1,Title_para_questions
"('Flag',)",svc,0.4866666666666666,"(0.4610591623841472, 0.5122741709491861)",set_1,Title_para_questions
"('Flag',)",logistic,0.44,"(0.4127863176820226, 0.4672136823179773)",set_1,Title_para_questions
"('Flag',)",logisticCV,0.4533333333333333,"(0.425493598265819, 0.4811730684008476)",set_1,Title_para_questions
"('Flag',)",XGBClassifier,0.49,"(0.45425837043405276, 0.5257416295659473)",set_1,Title_para_questions
"('Flag',)",ensemble,0.4550000000000001,"(0.42495598894349235, 0.4850440110565078)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",randomForest,0.465,"(0.43133544928374734, 0.4986645507162527)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",kNeigh,0.445,"(0.41076278223602913, 0.4792372177639709)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",svc,0.4983333333333334,"(0.4792430899339288, 0.517423576732738)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",logistic,0.4549999999999999,"(0.42685442217251407, 0.48314557782748574)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",logisticCV,0.4666666666666666,"(0.4392588295754373, 0.4940745037578958)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",XGBClassifier,0.49,"(0.4568229958339122, 0.5231770041660877)",set_1,Title_para_questions
"(' AOI Name', 'Flag')",ensemble,0.4666666666666666,"(0.4376914225207451, 0.495641910812588)",set_1,Title_para_questions
"('Text ID', 'Flag')",randomForest,0.44166666666666665,"(0.3982355831695624, 0.4850977501637709)",set_1,Title_para_questions
"('Text ID', 'Flag')",kNeigh,0.4733333333333334,"(0.43243170402739056, 0.5142349626392763)",set_1,Title_para_questions
"('Text ID', 'Flag')",svc,0.4866666666666666,"(0.4637935073607321, 0.5095398259726012)",set_1,Title_para_questions
"('Text ID', 'Flag')",logistic,0.4416666666666667,"(0.41254880355826207, 0.47078452977507135)",set_1,Title_para_questions
"('Text ID', 'Flag')",logisticCV,0.45,"(0.4204584108746347, 0.4795415891253653)",set_1,Title_para_questions
"('Text ID', 'Flag')",XGBClassifier,0.5083333333333333,"(0.4697513370539978, 0.5469153296126688)",set_1,Title_para_questions
"('Text ID', 'Flag')",ensemble,0.435,"(0.4004928140748944, 0.4695071859251056)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",randomForest,0.4050000000000001,"(0.3642241534936116, 0.4457758465063886)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",kNeigh,0.47,"(0.43533789708868637, 0.5046621029113135)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",svc,0.475,"(0.44744143122904606, 0.502558568770954)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",logistic,0.425,"(0.3940432721186446, 0.4559567278813554)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",logisticCV,0.4533333333333334,"(0.42509958298993256, 0.4815670836767342)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",XGBClassifier,0.465,"(0.4340718332852664, 0.49592816671473366)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Flag')",ensemble,0.4183333333333333,"(0.38662910841066134, 0.45003755825600533)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",randomForest,0.5249999999999999,"(0.4900222253565285, 0.5599777746434713)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",kNeigh,0.44,"(0.4043512140307392, 0.4756487859692608)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",svc,0.4916666666666666,"(0.4709768729184942, 0.5123564604148391)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",logistic,0.43333333333333335,"(0.40633156072123877, 0.4603351059454279)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",logisticCV,0.44333333333333336,"(0.41792504486165216, 0.46874162180501455)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",XGBClassifier,0.4883333333333333,"(0.45276676080407796, 0.5238999058625886)",set_1,Title_para_questions
"('Paragraph_Number', 'Flag')",ensemble,0.4516666666666666,"(0.42109776602385224, 0.4822355673094811)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",randomForest,0.5083333333333333,"(0.4683453415605629, 0.5483213251061037)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",kNeigh,0.44666666666666666,"(0.4085151242180103, 0.48481820911532303)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",svc,0.5,"(0.4800578693005542, 0.5199421306994458)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",logistic,0.4533333333333333,"(0.42074084376376114, 0.4859258229029055)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",logisticCV,0.4583333333333333,"(0.4280987276393261, 0.4885679390273404)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",XGBClassifier,0.53,"(0.49257934171274664, 0.5674206582872534)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Flag')",ensemble,0.4716666666666666,"(0.42831705312065305, 0.5150162802126802)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",randomForest,0.44833333333333336,"(0.4145377789088711, 0.4821288877577956)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",kNeigh,0.44833333333333336,"(0.4151979763983524, 0.48146869026831435)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",svc,0.4916666666666667,"(0.4666284587883299, 0.5167048745450035)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",logistic,0.4183333333333333,"(0.3866291084106613, 0.4500375582560053)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",logisticCV,0.4416666666666667,"(0.4141080978957128, 0.4692252354376206)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",XGBClassifier,0.5316666666666667,"(0.4959636925916491, 0.5673696407416844)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Flag')",ensemble,0.4549999999999999,"(0.4221458818569672, 0.4878541181430326)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",randomForest,0.4416666666666667,"(0.4066888920231953, 0.4766444413101381)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",kNeigh,0.4516666666666667,"(0.4196849073997556, 0.4836484259335778)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",svc,0.4866666666666667,"(0.46690259427026853, 0.5064307390630648)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",logistic,0.4366666666666667,"(0.4089462282559533, 0.4643871050773801)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",logisticCV,0.4483333333333333,"(0.4235969620740233, 0.4730697045926433)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",XGBClassifier,0.4783333333333333,"(0.44295361038947295, 0.5137130562771937)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Flag')",ensemble,0.45,"(0.4212160136811507, 0.47878398631884933)",set_1,Title_para_questions
"('Answer', 'Flag')",randomForest,0.4533333333333333,"(0.4168998858676891, 0.4897667807989775)",set_1,Title_para_questions
"('Answer', 'Flag')",kNeigh,0.435,"(0.4008144464627862, 0.4691855535372137)",set_1,Title_para_questions
"('Answer', 'Flag')",svc,0.4883333333333333,"(0.4656663629257244, 0.5110003037409422)",set_1,Title_para_questions
"('Answer', 'Flag')",logistic,0.4266666666666665,"(0.3995342922158565, 0.45379904111747676)",set_1,Title_para_questions
"('Answer', 'Flag')",logisticCV,0.43333333333333335,"(0.40890931103456635, 0.45775735563210035)",set_1,Title_para_questions
"('Answer', 'Flag')",XGBClassifier,0.4699999999999999,"(0.4359812734132169, 0.5040187265867829)",set_1,Title_para_questions
"('Answer', 'Flag')",ensemble,0.43,"(0.4009562113510635, 0.45904378864893647)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",randomForest,0.4666666666666666,"(0.4233310711931024, 0.5100022621402308)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",kNeigh,0.48,"(0.4490771914408313, 0.5109228085591687)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",svc,0.4883333333333333,"(0.46334812577806345, 0.5133185408886031)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",logistic,0.4316666666666665,"(0.399069093390577, 0.4642642399427563)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",logisticCV,0.4500000000000001,"(0.4179475093507448, 0.4820524906492553)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",XGBClassifier,0.4683333333333333,"(0.4348662496684441, 0.5018004169982224)",set_1,Title_para_questions
"(' AOI Name', 'Answer', 'Flag')",ensemble,0.44166666666666665,"(0.4063744787374156, 0.4769588545959177)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",randomForest,0.405,"(0.3661668570735787, 0.44383314292642134)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",kNeigh,0.45,"(0.4128400334498781, 0.48715996655012184)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",svc,0.5,"(0.475575977701233, 0.5244240222987671)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",logistic,0.4233333333333333,"(0.3934496957855033, 0.45321697088116325)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",logisticCV,0.4316666666666667,"(0.40303853582609406, 0.46029479750723934)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",XGBClassifier,0.4533333333333334,"(0.41973940820072986, 0.4869272584659369)",set_1,Title_para_questions
"('Text ID', 'Answer', 'Flag')",ensemble,0.4433333333333333,"(0.4096934026082212, 0.4769732640584454)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",randomForest,0.3933333333333333,"(0.3573760009669541, 0.4292906656997125)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",kNeigh,0.4383333333333333,"(0.39995804318686917, 0.4767086234797974)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",svc,0.4966666666666666,"(0.475656328252317, 0.5176770050810162)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",logistic,0.3999999999999999,"(0.3706459784162398, 0.42935402158376)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",logisticCV,0.425,"(0.39476539430599283, 0.45523460569400714)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",XGBClassifier,0.4750000000000001,"(0.44264734569750613, 0.5073526543024941)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer', 'Flag')",ensemble,0.4266666666666667,"(0.3950234768586186, 0.4583098564747148)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",randomForest,0.4516666666666667,"(0.4160876723881357, 0.4872456609451977)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",kNeigh,0.4116666666666666,"(0.37422387427095727, 0.449109459062376)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",svc,0.5133333333333333,"(0.49356926093693515, 0.5330974057297314)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",logistic,0.44833333333333336,"(0.4206467890952543, 0.4760198775714124)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",logisticCV,0.4733333333333333,"(0.4448502735127854, 0.5018163931538812)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",XGBClassifier,0.4916666666666667,"(0.4621718576009363, 0.5211614757323971)",set_1,Title_para_questions
"('Paragraph_Number', 'Answer', 'Flag')",ensemble,0.4466666666666667,"(0.41482857635443765, 0.4785047569788958)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",randomForest,0.45,"(0.4200868039508313, 0.4799131960491687)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",kNeigh,0.495,"(0.46031400262395067, 0.5296859973760494)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",svc,0.4933333333333334,"(0.47132660001499993, 0.5153400666516668)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",logistic,0.4183333333333333,"(0.38769224248338024, 0.4489744241832864)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",logisticCV,0.4466666666666667,"(0.4189064057409375, 0.4744269275923959)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",XGBClassifier,0.4950000000000001,"(0.4581520002884826, 0.5318479997115175)",set_1,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Flag')",ensemble,0.44333333333333336,"(0.40808969577545867, 0.47857697089120804)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",randomForest,0.3683333333333333,"(0.32977424968093394, 0.40689241698573264)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",kNeigh,0.405,"(0.3697453936108389, 0.44025460638916114)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",svc,0.4816666666666666,"(0.46178278558670016, 0.5015505477466331)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",logistic,0.3966666666666667,"(0.3673955555675206, 0.4259377777658128)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",logisticCV,0.44666666666666666,"(0.4185112782571869, 0.4748220550761464)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",XGBClassifier,0.4666666666666666,"(0.431807528118426, 0.5015258052149072)",set_1,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Flag')",ensemble,0.4049999999999999,"(0.3706983113800153, 0.43930168861998453)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Flag')",randomForest,0.3900000000000001,"(0.347900529408445, 0.4320994705915551)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Flag')",kNeigh,0.455,"(0.4159965479035724, 0.49400345209642765)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Flag')",svc,0.4833333333333333,"(0.46205134326205416, 0.5046153234046126)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Flag')",logistic,0.39166666666666666,"(0.35484265849327434, 0.428490674840059)",set_1,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Flag')",logisticCV,0.4266666666666667,"(0.3953745326486094, 0.457958800684724)",set_1,Title_para_questions
